phylum,class,order,family,genus,species,asv_id,ndf,ddf,f.value,p.value,fdr.bh
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV1526,4,20.509026985920823,2.373554232539159,0.08581989092322073,0.44296555052946246
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Blastopirellula,NA,ASV1531,4,93.99999999770456,1.9667270043409362,0.10592625661594651,0.48755755234396425
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,NA,ASV1540,4,93.99999999909882,0.8974765770038924,0.4687813409271029,0.786221558205855
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1544,4,10.405655726119354,1.1167835966938746,0.3995947511232234,0.7533030236485647
Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Maricaulis,NA,ASV1545,4,27.38383923216155,3.2465268473736906,0.026593999271277244,0.2757377819179798
Bacteroidota,Saprospiria,Saprospirales,Haliscomenobacteraceae,Portibacter,Portibacter lacus,ASV1552,4,22.79622160948085,0.9180602718092026,0.47043894769662786,0.786221558205855
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,Pseudoteredinibacter isoporae,ASV1555,4,77.99349602350993,0.8017001185619063,0.5277571170360038,0.8143719482200477
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA,ASV1557,4,18.085629245765805,0.8465320004579088,0.5139319965560749,0.8067299069445957
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,NA,ASV1559,4,78.79563190739142,0.17146472721257336,0.9523733342058325,0.980340119228942
Bacteroidota,Saprospiria,Saprospirales,NA,NA,NA,ASV1561,4,25.001026862584066,1.505805649119844,0.23070812308170058,0.6476976653373614
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1563,4,20.72803444098608,0.7238317023714413,0.585551224542668,0.8372908765498263
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Marinicella,Marinicella litoralis,ASV1569,4,26.453469041258895,1.7696027529015552,0.16476040993448665,0.5677749403573271
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1575,4,24.555547247574022,1.8505668706431027,0.15130472276502416,0.5536321705949483
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1576,4,10.92618921050196,1.3284282190348364,0.31984587682466187,0.7074345743959134
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,NA,ASV1581,4,91.29434238351833,1.3851885952956446,0.24528380310261483,0.6649666405213089
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,NA,NA,ASV1583,4,81.40015902816015,3.0977184512268856,0.019956766116442606,0.2650437926925299
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina salinaria,ASV1588,4,72.48694082998398,0.6668486592367155,0.6170639406957543,0.8414345378963953
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1592,4,24.462165073032143,0.31846645064484874,0.8628400012639985,0.9462685360542318
Myxococcota,NA,Nannocystales,Nannocystaceae,NA,NA,ASV1593,4,12.55810388219626,1.2005887668565134,0.358260478363393,0.7409027613313939
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium polysiphoniae,ASV1596,4,12.541377983015975,1.4325619114777217,0.2801722716628658,0.690812104206394
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1600,4,25.72708549497701,1.0706270123920112,0.39127251417507747,0.7522412760298702
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA,ASV1603,4,93.99999999961571,1.4382956475001138,0.22746030012847399,0.6461762280216959
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,Oleispira lenta,ASV1606,4,76.70814206008043,0.5728564523651619,0.6831294954235874,0.8698825877778489
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1611,4,18.888647753139562,1.029861646416365,0.4175581571744308,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1614,4,22.903483125779722,0.4127414757899014,0.7976228115904496,0.9135213695196285
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius pacificus,ASV1617,4,93.99999999959532,1.0170325615301223,0.4026928552861364,0.7555284999177988
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA,ASV1633,4,28.77248566111515,0.773385512915938,0.5515181636450457,0.828033844799202
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV1639,4,13.59360165010431,0.8039926159002322,0.5432232593046664,0.8232769739360367
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV1645,4,93.99999999988711,1.4569093236352453,0.22157720585734278,0.639931950321052
Planctomycetota,Planctomycetia,Pirellulales,NA,NA,NA,ASV1657,4,91.30477327921221,1.5327331436086162,0.19928629624186342,0.6147695410220962
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1658,4,93.99999999842882,0.6063722971659444,0.6590137571702606,0.8573435030116998
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,Pseudoteredinibacter isoporae,ASV1668,4,90.89629220040055,0.2635457245129789,0.9006320725445985,0.9556078184449869
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1674,4,10.963103404577355,1.6784171724637904,0.22467999947820355,0.639931950321052
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Patiriisocius,Patiriisocius marinus,ASV1675,4,77.12377745915643,0.6822700791362846,0.6063556658734703,0.8397818013334163
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Maricurvus,Maricurvus nonylphenolicus,ASV1681,4,91.2465245720261,0.20304109055903513,0.9361032290912794,0.9740088175932149
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1684,4,23.727135422231004,0.2646411791681413,0.897709626977991,0.9533627844456293
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooceanicola,Pseudooceanicola atlanticus,ASV1686,4,26.791962731007555,2.6606971662733034,0.05444657701790191,0.38260825478385097
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1687,4,24.516208378092415,0.3108591654760391,0.8679179216608895,0.9462685360542318
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,NA,ASV1693,4,93.99999999786895,0.16487494642121975,0.9556755300457132,0.9808327858705782
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,ASV1712,4,26.890323059838188,0.31248415195285806,0.8670828047998975,0.9462685360542318
Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera japonica,ASV1718,4,91.31106029499598,0.5515005822500315,0.6983937753365064,0.8792603155949046
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV1722,4,10.280038595327397,0.2975663194636518,0.8731435876793541,0.9463720457974102
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,ASV1724,4,22.917674496842448,0.7004243784692891,0.5996164030516046,0.8397471426623182
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1730,4,70.88751873619353,1.312801651217818,0.27359119231557255,0.6869518329257296
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1732,4,23.050535219489422,0.5400416052047371,0.7078432696707314,0.882499862640713
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV1733,4,10.868875050982309,1.2090577360535357,0.3616996948590906,0.7435489902051091
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV1738,4,24.641574141336392,0.5495626544694954,0.701072455547219,0.8806965660988065
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,NA,ASV1739,4,10.699543908035153,3.016527523520737,0.06753779701443502,0.4114931756240319
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV1740,4,68.94726972527012,1.293946607921335,0.2809794502669954,0.690812104206394
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1742,4,72.23187322240925,0.4526385066361554,0.7701449289206925,0.9030866130796217
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV1745,4,75.21036861103977,0.9636787461539061,0.43252402058970085,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV1746,4,91.10719363625083,0.7009750251088404,0.593268042306085,0.8372908765498263
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1748,4,23.4210623427716,0.8341733779030338,0.5171486032166946,0.8075332099314807
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV1754,4,10.04862738390927,0.8739497062567553,0.5125020159732474,0.8066276736090259
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Lentilitoribacter,Lentilitoribacter donghaensis,ASV1760,4,11.449755580992708,3.11620670037327,0.05876454322091544,0.3885727919407532
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1777,4,12.78301550793432,0.6384024592640823,0.6444784533622239,0.8511436110325683
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Marivita,Marivita hallyeonensis,ASV1780,4,10.621685853618393,3.233067961054361,0.05701240182513968,0.38507805118465777
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya marilimosa,ASV1782,4,14.934731157960634,1.3211054039515857,0.30733840243431565,0.7051859456186077
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,NA,NA,ASV1785,4,80.24071547814468,1.0781253803717668,0.3729228075949905,0.7472161139564862
Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,NA,ASV1786,4,79.70255319357969,1.0023938781772423,0.41137001392881,0.7657312700218164
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius pacificus,ASV1788,4,27.38775308035435,1.8405846222230724,0.14971451920281614,0.5536321705949483
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1790,4,77.41343093637008,3.1587561331041853,0.018484289670946792,0.2566947109943954
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,NA,ASV1793,4,11.757782869118047,0.35220625692520613,0.8375165111274948,0.9339099208987726
Bacteroidota,Saprospiria,Saprospirales,NA,NA,NA,ASV1799,4,76.84030112401405,1.395055550261754,0.24361076960936393,0.6634066726071236
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1830,4,11.846550121441869,1.7275260517052444,0.209245315832704,0.62897696328293
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1836,4,10.281358591572092,0.8247529176905521,0.5378269735545207,0.8209926908714722
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA,ASV1837,4,66.12200999643025,0.971420653512604,0.42919088827007135,0.7700873739336882
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV1845,4,93.99999999882111,4.3910911868606,0.0026764944301299913,0.12416460975046108
Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA,ASV1846,4,93.99999999846328,0.5240026321697018,0.7183130349900688,0.8853451588720139
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1854,4,11.095899538565499,1.1221016769769165,0.394597000002139,0.7522412760298702
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,NA,ASV1862,4,21.334558982048026,0.6712753573008434,0.6190818499555394,0.8414345378963953
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1866,4,26.539550280204526,1.3633897748868635,0.2731912898729328,0.6869518329257296
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA,ASV1874,4,28.20953454343445,0.3032643621252119,0.8733121853000027,0.9463720457974102
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella,Fuerstiella marisgermanici,ASV1886,4,24.621899643552084,0.5846805602457069,0.6766753341668263,0.8686462729964858
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV1887,4,82.67318196957847,0.5727811007059521,0.6831255409843104,0.8698825877778489
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1899,4,22.583181564740315,1.596511180121807,0.20965898776097666,0.62897696328293
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter salsuginis,ASV1908,4,22.259428694098165,0.518464922397889,0.7230024768642571,0.8874342722998899
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV1923,4,71.98815593381256,1.9440051504097993,0.11237138210182879,0.4883197560454472
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1926,4,25.44058964640677,0.7286841265623403,0.580673702593879,0.8363427699008896
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1927,4,93.99999999971618,0.4227010757169313,0.7919007669186429,0.9125636023917658
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum aiptasiae,ASV1933,4,12.17807207518666,0.022967824151012242,0.998820400402382,0.9996661416389631
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV1939,4,93.99999999959567,0.2707889094452966,0.8961164276210696,0.9533627844456293
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,NA,ASV1943,4,72.52877803126968,0.35432786999162186,0.840217286212301,0.9351990950519372
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA,ASV1944,4,93.99999999930118,0.32315647703829553,0.8618183526925592,0.9462685360542318
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,Mariniblastus fucicola,ASV1963,4,91.49577996505603,1.4297793454275667,0.2304415114051543,0.6476976653373614
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia lutea,ASV1964,4,21.307126234627052,1.0656994669252782,0.39775871194472834,0.7522412760298702
Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella cohaerens,ASV1965,4,93.99999999943208,1.4542280982782163,0.22241606436290348,0.639931950321052
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV1980,4,91.14550920823567,0.7526538261776189,0.558797341172761,0.8321188157312119
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV1993,4,77.17631719532861,0.44163308864059087,0.7781374805626453,0.9070596666913676
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella,Aliikangiella coralliicola,ASV1995,4,65.01524545344776,1.9969350285414644,0.10536768512862063,0.48755755234396425
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2009,4,10.37630753946576,1.205704431982664,0.3652248413681203,0.7443030387881349
Pseudomonadota,Gammaproteobacteria,Chromatiales,NA,NA,NA,ASV2014,4,23.232555911178665,0.4269411954858135,0.7876342178971575,0.9109429017166734
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV2017,4,91.020521801013885,0.40398122316240165,0.8053327990998601,0.9152917005154179
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina spongiae,ASV2040,4,23.89377313887796,1.4575234577457037,0.24624230845660935,0.6660375482739411
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria arenilitoris,ASV2043,4,11.869091692984647,0.21980746778879554,0.9221897802267156,0.9663719056396489
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV2044,4,93.99999999745825,0.9476402319851619,0.4401307269678103,0.7730082010043859
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV2045,4,93.99999999984998,0.847876534643766,0.4984012969621291,0.8043786219536532
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV2052,4,66.67630064195524,1.12526531191871,0.3521230378023674,0.7409027613313939
Bacteroidota,Flavobacteriia,Flavobacteriales,Owenweeksiaceae,Croceimicrobium,Croceimicrobium hydrocarbonivorans,ASV2054,4,79.92604114631492,0.3534299232805998,0.8409276829705835,0.9351990950519372
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,NA,ASV2055,4,14.667918817738071,0.8704303626782759,0.5047438514123614,0.8056596505700202
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2060,4,13.666763496327713,0.822203821961164,0.5328209064360132,0.8179146901394384
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV2061,4,11.40295769898317,0.6901264443716185,0.6133828441275047,0.8397818013334163
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia lutea,ASV2066,4,13.13000789601415,2.2371864929438545,0.12072558690322316,0.5062643638188596
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,Leisingera caerulea,ASV2070,4,93.99999999916926,2.2367644390981813,0.07086348929848588,0.4230335573273248
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria conchae,ASV2079,4,93.99999999999964,2.983095962514244,0.02288733570109751,0.26961198053687163
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV2080,4,79.582266521936,0.05999524075113464,0.9932112588217437,0.996583792807556
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA,ASV2084,4,19.6571196997579,0.7630632437108111,0.5617857994530517,0.8321188157312119
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV2088,4,24.71373772406475,2.5965502486718335,0.060990728517478485,0.3930661855189018
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV2089,4,78.17316751201314,0.9295003143811993,0.451292324583386,0.778726317748266
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV2094,4,93.99999999696827,4.017238368049569,0.00472355021469637,0.14507563693597697
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA,ASV2096,4,91.39696347244701,2.0313438908096426,0.09652062640297089,0.47735305610172213
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella,NA,ASV2097,4,21.117981546726327,0.30416040752950524,0.8719082694168564,0.9463720457974102
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA,ASV2105,4,93.99999999732671,3.85869027761104,0.006014133849291769,0.14507563693597697
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus,ASV2111,4,23.464424272318574,1.5021202327766532,0.23376846591295306,0.6490491416788848
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2133,4,21.90718825819699,1.3461974429735146,0.2846728907470344,0.6953455855497098
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV2135,4,24.583595143971994,2.0494523420012856,0.11850914237217923,0.5038770010212801
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV2141,4,23.894377981327164,2.0410203906265516,0.12067797599747233,0.5062643638188596
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,Mariniblastus fucicola,ASV2144,4,70.55525160380218,0.6295177030553234,0.6430432377482966,0.8501981062846606
Bacteroidota,Cytophagia,Cytophagales,Roseivirgaceae,Roseivirga,NA,ASV2155,4,11.71507927773465,1.0145293798361896,0.43904979124779747,0.7730082010043859
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV2156,4,80.79378188747822,2.995677994721985,0.02330129198646056,0.26961198053687163
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV2171,4,26.783054359990786,0.6413743442575484,0.6376521462416274,0.8460284933692535
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia marina,ASV2173,4,91.1013156608943,1.012845331961062,0.4050596026764876,0.7587645806079372
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV2187,4,91.33556428787792,0.8338424072932593,0.5071157191405203,0.8056596505700202
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,NA,ASV2188,4,9.642188669891183,1.0464279243151553,0.43244408689955127,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV2189,4,12.820880887373121,1.4718198516695635,0.2676585508071019,0.6850353563978849
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV2197,4,93.999999998449,0.8804450182327506,0.47880882629819943,0.7897767049333684
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,NA,ASV2199,4,18.63244643597111,2.754831937931764,0.05884477982859122,0.3885727919407532
Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas laminariae,ASV2202,4,26.038503377424423,1.1938394101846774,0.33695325866816145,0.7294482632706352
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV2207,4,93.99999999900993,0.7487917306902775,0.5612521237326178,0.8321188157312119
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,NA,ASV2214,4,10.003516360840125,1.474559376206589,0.2810780252280743,0.690812104206394
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA,ASV2225,4,93.9999999985281,1.3028720914395622,0.27465303015055476,0.6870259564006099
Lentisphaerota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA,ASV2233,4,33.05471441203533,0.31529045151150703,0.8656911068243183,0.9462685360542318
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Blastopirellula,NA,ASV2241,4,22.96170884856374,0.09569334391262795,0.9828207268923805,0.9954533840503803
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,NA,ASV2244,4,11.547027239915064,4.217979790405433,0.024430601087642626,0.2706182963949564
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV2256,4,82.06737499678418,2.182444054048521,0.07811563251658789,0.4295692684713152
Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,NA,ASV2260,4,13.3574764562439,0.7997465062185386,0.5459756046482078,0.8252470136754241
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2263,4,19.55004266010269,0.5605499406539046,0.6939743182137209,0.8772762248104383
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV2264,4,83.23228550841954,0.8122695081520817,0.5208687973801424,0.811155360346941
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV2268,4,11.582574126799509,0.5794365982845713,0.6834712796981499,0.8698825877778489
Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,NA,ASV2269,4,12.17939926983179,2.6027635485619984,0.08844340423198602,0.446752580351314
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Thalassoglobus,Thalassoglobus polymorphus,ASV2271,4,21.179030998671493,0.38593906284205376,0.8162408810291807,0.9204394956388764
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2272,4,25.373828073235167,0.8514356197001383,0.5060839404977368,0.8056596505700202
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,NA,ASV2281,4,73.05971294196766,2.9935960910431914,0.0240207403230073,0.27040490535042505
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,Pseudofulvibacter geojedonensis,ASV2285,4,25.617680753721277,0.15264752546126154,0.9600746623636693,0.9825179661591836
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV2288,4,10.37640094801972,0.006666630096169938,0.9998952748278025,0.9998952748278025
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV2293,4,78.49594981515489,0.2718564415706533,0.895283408819113,0.9533627844456293
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea tangerina,ASV2295,4,10.196536407106167,1.6160604543589212,0.24365150681944608,0.6634066726071236
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA,ASV2296,4,15.778096614913641,0.2675074389856592,0.8944928480266404,0.9533627844456293
