phylum,class,order,family,genus,species,asv_id,VAR_p.value,chisq.value,df,p.value,q.value
Bacteroidota,Cytophagia,Cytophagales,Reichenbachiellaceae,Reichenbachiella,Reichenbachiella faecimaris,ASV887,3.335067980213583e-6,2.76032336411504,4,0.5987008250133127,0.4642375400936181
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA,ASV895,0.16249996169910724,7.978811103294905,4,0.09235746175941346,0.15427452837590552
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV902,7.076656615739362e-5,2.452551971452415,4,0.6531517695800596,0.48235570607058553
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV903,0.024111359267547983,7.176912339233447,4,0.12682938148871253,0.19754115841522354
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV912,2.4383742465835218e-8,24.108351325647114,4,7.597793368603571e-5,9.448046240087685e-4
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Sessilibacter,Sessilibacter corallicola,ASV914,1.971542463146291e-6,6.9795743446265774,4,0.1369715728598102,0.2057650318048564
Pseudomonadota,Gammaproteobacteria,Chromatiales,NA,NA,NA,ASV915,0.36692596926632326,3.5862627549305093,4,0.4648836808067633,0.41880033847639714
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV917,0.7939334316080036,4.377653283099208,4,0.3573021072081367,0.3691224948888824
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV928,9.228190348412384e-8,4.815353453987118,4,0.3067733800761247,0.34333233948529157
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter vinifirmus,ASV931,0.5537893453768172,6.136497470164519,4,0.18918382558917507,0.2555390141723964
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV933,7.223738200779479e-4,8.707540405371665,4,0.06884007768262665,0.13132487012848312
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella algicola,ASV937,0.003309502951012127,0.7542774017583556,4,0.9444705629346236,0.5652110419797785
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,NA,ASV938,0.13868684462046088,0.7859783576372752,4,0.9403179160746348,0.5652110419797785
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV942,0.14093298424991618,2.9565021049807148,4,0.5651308612236225,0.4521080309967642
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum xiamenense,ASV945,0.0018634522157874882,0.7139154837182011,4,0.9496018359013761,0.5652110419797785
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,NA,ASV946,0.047425890537779354,5.7875203355825064,4,0.2155882688800337,0.27733387128481357
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV948,0.08346175825643606,1.9872036875916046,4,0.7381126163613291,0.5130902877271076
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV953,6.853598511464502e-5,1.623411020181514,4,0.804578422336151,0.5335430032085158
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA,ASV954,0.01112448166689078,3.095482737312278,4,0.5419756852207015,0.443489562600417
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA,ASV955,0.22430488787092287,2.4456391983328687,4,0.6543956641198415,0.48235570607058553
Pseudomonadota,NA,NA,NA,NA,NA,ASV956,0.05366694233059239,2.8523102989356284,4,0.5828371934196167,0.4604437944835622
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea euphylliae,ASV959,0.37731252650736924,6.3447771934454424,4,0.17483721815239234,0.2435763629029654
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio neptunius,ASV960,3.4725556078872566e-4,3.4001571569443674,4,0.49322111185042333,0.425824375001339
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA,ASV965,0.18278396221396126,1.0705276194353504,4,0.8989196905893919,0.5580575625548989
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,NA,ASV967,0.020100928427640358,2.256583735604837,4,0.6886844125714768,0.49753993595092677
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV972,0.14257908385192514,4.651924958139874,4,0.32491119522240547,0.3565016509075834
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,NA,NA,ASV980,0.4350999455178771,5.050349566220215,4,0.28217022251473856,0.322420247503114
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV982,0.009399866148631838,0.3842243287252109,4,0.9837480096040605,0.5785311712773876
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,ASV984,0.0030339811744197155,5.617428194183143,4,0.22959865507379232,0.28871967119195807
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodovulum,Rhodovulum iodosum,ASV989,0.23805471380416265,5.4713005308900815,4,0.24226372790139547,0.29242239563204364
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,NA,ASV996,2.1527571540884602e-5,0.1412923696620551,4,0.9976190314318808,0.5805066623821445
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1002,0.0019753204139410312,12.648550079293212,4,0.013127042542349308,0.042379111716603544
Bacteroidota,Cytophagia,Cytophagales,NA,NA,NA,ASV1004,1.9212199430538676e-4,1.7542519319303886,4,0.7808407147332028,0.5260072088102425
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Litoribrevibacter,Litoribrevibacter euphylliae,ASV1020,0.580047514044411,6.899208167487831,4,0.14131144969520482,0.21086918996632412
Pseudomonadota,Gammaproteobacteria,Thiohalobacterales,Thiohalobacteraceae,Thiohalobacter,Thiohalobacter thiocyanaticus,ASV1024,4.481211204274024e-9,9.3678199019116,4,0.05253526695448157,0.11076750043026833
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV1026,7.012390373618597e-4,3.625941630074618,4,0.4589887125517061,0.4165034254239302
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1027,0.24394736753572185,1.074711443602689,4,0.8982634810404857,0.5580575625548989
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,NA,ASV1030,0.007228245423842513,4.024802139183993,4,0.40265965141739124,0.3918657567302604
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,NA,NA,ASV1034,0.16823732763795207,11.024927515007036,4,0.026285287275711958,0.06537282538931677
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1036,0.33565148894786284,8.085692817830493,4,0.08848911555798301,0.1523695414811458
Myxococcota,NA,Haliangiales,Kofleriaceae,NA,NA,ASV1044,1.810639194951496e-6,6.1876770897497995,4,0.18556399026458095,0.2555390141723964
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium luteum,ASV1053,4.70310466945946e-9,7.574972825045073,4,0.1084483890494714,0.17505642951130065
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,NA,ASV1061,6.688455086321666e-4,2.8126123408318637,4,0.5896575654710186,0.4610738371005116
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1065,0.06904390635988825,2.035866689672036,4,0.7291619239335585,0.510351269133565
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1066,0.2278039099757502,8.641541833104258,4,0.07071110017098411,0.1326333867788755
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,Pseudofulvibacter geojedonensis,ASV1069,0.708601489203528,8.022341604408203,4,0.0907632127535578,0.1523695414811458
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV1074,2.608796913510259e-7,5.1530119504147,4,0.2719547366369343,0.31377759821156814
Bacteroidota,Cytophagia,Cytophagales,Microscillaceae,Microscilla,Microscilla marina,ASV1081,0.24566270682903243,4.462765696912698,4,0.3469853647683929,0.36810045658718393
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1085,2.4985685229429294e-4,2.280190392756369,4,0.6843779988915032,0.49736172437264786
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1090,0.37816581403170707,2.930342253994997,4,0.569549319069644,0.4542213431704093
Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,NA,ASV1092,0.03001573972600693,2.496514530720723,4,0.6452600288068934,0.48235570607058553
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1095,0.14045307001272922,5.5638153005050865,4,0.23417675194984283,0.28966056881406765
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA,ASV1099,0.15947107769509877,8.193547904982443,4,0.08474011546157384,0.14818563952269254
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1105,5.414008344172731e-7,6.0533955741925025,4,0.19519598873959831,0.26006903367762907
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,NA,ASV1109,0.04948005474940992,1.3309751402952552,4,0.8560986581278236,0.5486097006633387
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Halioxenophilus,Halioxenophilus aromaticivorans,ASV1115,0.059440887691453295,6.372344757937011,4,0.1730135133102868,0.24203996396562433
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA,ASV1118,0.594491228953878,5.350802216413329,4,0.25315866905720924,0.29987901349784996
Bacteroidota,NA,NA,NA,NA,NA,ASV1120,0.0020061175249528646,12.39597864624657,4,0.014637221206279066,0.04349090938680272
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA,ASV1125,0.4178972968033931,2.8595030618009987,4,0.5816057132759751,0.4604437944835622
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea loyana,ASV1132,0.0020213104617443074,4.953223307026271,4,0.292130839431242,0.3313629833581519
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1136,1.9845011273074693e-6,5.4910827439585095,4,0.2405144262442545,0.291782785540951
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1142,5.1527395634651135e-5,NA,4,NA,NA
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1144,0.18856175888608745,7.281474266196694,4,0.12174045547041129,0.19280458497321465
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea montiporae,ASV1145,0.001585277454629038,4.1047279669417325,4,0.3920179628986783,0.3859845174121372
Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,Fulvivirga lutimaris,ASV1147,0.46064996217291654,7.846207739703709,4,0.09737705506128994,0.16037662530538838
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1148,0.05809525619760476,1.740613676011799,4,0.7833275558070896,0.5260072088102425
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1153,0.0012696082486019342,6.711609099645277,4,0.1519361039986612,0.22276338038906368
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA,ASV1155,0.04260902658121641,1.3119148263648097,4,0.8593507865050929,0.5486097006633387
Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula mediterranea,ASV1156,0.0025649747047206237,11.16613207330316,4,0.024759019383309457,0.06394526383555332
Pseudomonadota,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA,ASV1162,0.2662079011637977,1.7785415648739122,4,0.7764058777368084,0.5255707070842538
Bacteroidota,Flavobacteriia,Flavobacteriales,NA,NA,NA,ASV1175,0.007050164740217335,1.9998186716902175,4,0.7357922358214746,0.5130902877271076
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,Pseudoteredinibacter isoporae,ASV1176,0.07882336229332657,6.497317238896973,4,0.16495949743855928,0.23468407355592918
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,Neptuniibacter caesariensis,ASV1189,0.13195405795814272,18.999212685541455,4,7.862241897820118e-4,0.006599403858903981
Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Neolewinella,Neolewinella agarilytica,ASV1190,0.0021651142012594784,4.004712194116079,4,0.40536849922046103,0.3929795210465349
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium hamelinense,ASV1217,0.41870831759169175,5.201664905884111,4,0.2672241666706515,0.31069463385178364
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA,ASV1224,0.008631609912765606,4.423555101112584,4,0.3517083448462141,0.36834496062534106
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,ASV1227,0.0021043387075298714,2.7091896725015294,4,0.6076074982081827,0.4668313181894669
Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,Pelagibacter,Candidatus Pelagibacter ubique,ASV1229,0.016753998105046235,8.026097396076096,4,0.0906268778015112,0.1523695414811458
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,NA,ASV1236,0.44565213099244094,1.519767435669749,4,0.8231342405396235,0.5418995466808706
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1242,0.4611472282730551,4.447020924265369,4,0.34887573136067246,0.36810045658718393
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV1243,0.286111512696691,2.169289874799995,4,0.7046553996696412,0.5025920492972886
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,NA,NA,ASV1245,0.22428895637836663,2.242942133307696,4,0.691175630273183,0.4979902003234544
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV1264,2.294183209691176e-8,3.4015380663919688,4,0.4930067202805628,0.425824375001339
Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,NA,ASV1271,0.004791498757151629,2.2544780552525494,4,0.6890688263161645,0.49753993595092677
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV1278,2.2961920178719952e-4,3.8673271505666706,4,0.4242588281177196,0.39649319692601015
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella,Fuerstiella marisgermanici,ASV1280,9.299757602020234e-5,2.9160436599384227,4,0.5719721728364268,0.45507266087136916
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,Allomuricauda onchidii,ASV1291,0.010709147718389777,16.038365052523837,4,0.0029681131671448462,0.014655135522477608
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella,Aliikangiella marina,ASV1310,0.050196477532469676,3.3355326641397864,4,0.503322183771002,0.4275986204989639
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1313,0.001171702604691097,1.967575965168112,4,0.7417226868665412,0.513634830131318
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Henriciella,NA,ASV1320,2.1906504623848916e-7,8.19539943132001,4,0.08467708019022012,0.14818563952269254
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1324,0.017481746936057332,9.075294645809276,4,0.05924478123314038,0.11700905579774878
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1332,0.043573912502744956,4.5857198479154455,4,0.3325039766909801,0.35998825325283695
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Actibacterium,Actibacterium atlanticum,ASV1334,1.0718025026438936e-7,2.0675681921472044,4,0.7233327326616898,0.5094189718225652
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1340,0.0020987930366222402,2.7360528860476903,4,0.6029207245853966,0.46643247364720714
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1357,0.013792810657965216,8.529871738575405,4,0.07398692398123309,0.13619538607750087
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea loyana,ASV1358,0.41307603898860246,0.212148101356799,4,0.9947565986489163,0.5805066623821445
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1375,0.014188815641223977,4.393295977390161,4,0.35538796345412954,0.36834496062534106
Pseudomonadota,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,NA,ASV1381,0.01472552291939215,1.608505492743672,4,0.8072626239622995,0.5335430032085158
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1385,0.058952997408325186,2.5848327342248805,4,0.6295122764922564,0.4749659637729077
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,NA,NA,ASV1390,0.002115806547469302,1.2158430204917205,4,0.8754833433679075,0.550458936595206
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,NA,ASV1391,0.1077069268844722,1.2284337657431912,4,0.8733953639037004,0.5501764153186809
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureisphaera,Aureisphaera salina,ASV1394,0.06405848966421429,18.5501578784996,4,9.630959676556054e-4,0.0074221561562520235
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1410,0.0014655456122226703,4.171861752144181,4,0.3832462593638463,0.3824388054718837
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1421,1.916261116837112e-12,1.9038596474687373,4,0.7534359353087157,0.5183759021640066
Pseudomonadota,Betaproteobacteria,NA,NA,NA,NA,ASV1428,0.006411596212863317,3.874251180883115,4,0.42329151452323965,0.39649319692601015
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV1435,0.3627731809327186,4.514058176019881,4,0.3408837970684112,0.3644978800528311
Rhodothermota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubrivirga,NA,ASV1443,2.3991748871504354e-8,8.729842912570653,4,0.06821848428171312,0.1308827203722035
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1450,5.0605525625720684e-5,NA,4,NA,NA
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV1471,0.0033441436360297535,5.302723857623401,4,0.2576220476703229,0.30230051294991706
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1478,0.006193693066787816,8.778232306638857,4,0.06688806282885419,0.130349078703181
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV1509,4.426136134727915e-5,4.586857097277264,4,0.3323723459909055,0.35998825325283695
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV1518,0.4651100636886293,0.8403954210273904,4,0.9329519165634822,0.5652110419797785
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tritonibacter,Tritonibacter litoralis,ASV1520,1.0877931346465593e-4,18.42102460350845,4,0.001020875696154244,0.0074221561562520235
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Salipiger,Salipiger bermudensis,ASV1523,0.09588818949631879,4.2260884462777994,4,0.3762719499718735,0.37916011164029256
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Blastopirellula,NA,ASV1531,0.012726224670119907,8.285360576635506,4,0.08166694998635131,0.14663006457566144
Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Maricaulis,NA,ASV1545,0.0024196378496102113,13.531628329406036,4,0.008950169010442632,0.033764438031794186
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,Pseudoteredinibacter isoporae,ASV1555,0.007790993721927686,3.399278231495464,4,0.4933576002011015,0.425824375001339
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,NA,ASV1559,0.28227609565730477,0.7160212207154043,4,0.9493385803988909,0.5652110419797785
Bacteroidota,Saprospiria,Saprospirales,NA,NA,NA,ASV1561,1.1421582659898149e-4,6.550309367322753,4,0.16164795937497087,0.23193840440491575
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1576,4.607168896013866e-5,5.400534972696752,4,0.2486118645197128,0.2981138239854977
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,NA,ASV1581,0.19017919992396795,5.843803706844419,4,0.21112072545205743,0.2736839955323092
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,NA,NA,ASV1583,0.4435858544450445,13.095979631560489,4,0.010816218724942444,0.03768115798445798
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina salinaria,ASV1588,0.04412669891059473,2.780137132959901,4,0.5952662395765739,0.46371621058042684
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1592,5.697146635391783e-4,1.8011867470513263,4,0.7722652234600225,0.5255707070842538
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,Oleispira lenta,ASV1606,0.7166246884694727,2.4185813445280893,4,0.6592719419972025,0.4830106636275419
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1611,0.0015857259282945875,4.413048450441671,4,0.3529825450904454,0.36834496062534106
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius pacificus,ASV1617,5.705540095311488e-4,4.2845210081573075,4,0.3688673969412905,0.3763713818641971
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA,ASV1633,0.8712782379685803,NA,4,NA,NA
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV1639,4.513019982311603e-4,3.332494033580997,4,0.5038003880256692,0.4275986204989639
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV1645,0.0935996653904036,6.137618000445651,4,0.1891039013221258,0.2555390141723964
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,Pseudoteredinibacter isoporae,ASV1668,0.01834886235137438,1.068716057628442,4,0.8992034550184965,0.5580575625548989
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Patiriisocius,Patiriisocius marinus,ASV1675,0.2165318843759893,2.8840842772060813,4,0.5774072201232884,0.4583108500525725
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Maricurvus,Maricurvus nonylphenolicus,ASV1681,0.0032978230031110835,0.8526753126964695,4,0.9312499371973275,0.5652110419797785
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1687,0.0038362181241215136,1.4069682100190477,4,0.842983008041244,0.5463958057944521
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,NA,ASV1693,0.19211249036526615,0.6945795606501045,4,0.9519956858470114,0.5652110419797785
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,ASV1712,0.0145127518538478,1.3160197472642088,4,0.8586517419978761,0.5486097006633387
Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera japonica,ASV1718,0.0395937347248054,2.306287758643686,4,0.6796245023182079,0.49497857229128683
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,ASV1724,0.027082080018261713,2.626139224155282,4,0.6221997270099346,0.4716441278835971
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1730,0.06502636352087832,5.463072541131479,4,0.24299455266233055,0.29242239563204364
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV1738,0.6845937742145605,2.194487705969288,4,0.7000385869574831,0.5022204842813833
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,NA,ASV1739,3.0176566325122196e-4,12.504038686174907,4,0.013971449082542131,0.04303613393900533
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV1740,0.10464444946081054,4.4990860290411385,4,0.34265586689255856,0.36522955522657174
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1748,4.7856271926232557e-4,3.834172331746255,4,0.42891310362899465,0.3989150382845948
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV1754,1.1030907048244237e-7,2.807719057306166,4,0.5905010022663706,0.4610738371005116
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Lentilitoribacter,Lentilitoribacter donghaensis,ASV1760,1.0957191067998869e-4,13.221677976496256,4,0.010241926172013392,0.036561191693402835
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius pacificus,ASV1788,5.348735448205276e-7,9.774965111846745,4,0.044393862126876085,0.09775381014940773
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1790,4.7605728935816476e-4,13.315417854768999,4,0.009833148667945935,0.03588583649592758
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,NA,ASV1793,0.0013737553011712357,1.4238307292144843,4,0.8400427255646044,0.5463958057944521
Bacteroidota,Saprospiria,Saprospirales,NA,NA,NA,ASV1799,5.904416535345495e-4,5.91683754753724,4,0.20544557380325656,0.26944809647103246
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1830,2.3967965109487774e-4,8.065647162767101,4,0.08920283953228392,0.1523695414811458
